GeneName,Trait,GeneSymbol
Zm00001d003250,37: IKAW; 94: CIVE/COM,cl8738_1a
Zm00001d003254,65: GreenCoverage,-
Zm00001d003259,65: RGBVI/GreenCoverage/ExG/GLI/gn,-
Zm00001d003266,73: GreenCoverage,-
Zm00001d003268,65: CIVE/COM/GreenCoverage; 73: GreenCoverage,-
Zm00001d003271,94: IKAW,msr1
Zm00001d003280,17: ints; 19: ints/RGB_R,rafs3
Zm00001d003288,94: GreenCoverage,pco143308a
Zm00001d003292,94: RGB_R,cl56912_1b
Zm00001d003293,65: ExR/MGRVI/NDI/ExGR/GRVI; 88: RGB_R; 94: RGB_R,nactf111
Zm00001d003313,115: ExR/NDI/GLI2/GRVI/MGRVI/ExGR/rn,ppr1103
Zm00001d003395,17: RGB_R; 80: IKAW,ans1
Zm00001d003417,108: RGB_R/ints,pup12
Zm00001d003423,24: RGB_R/ints; 94: RGB_R,IDP7240
Zm00001d003446,101: ints; 73: GreenCoverage,IDP2449
Zm00001d003462,10: COM/CIVE/gn/ExG/GLI,umc2251
Zm00001d003463,115: GreenCoverage/RGBVI,-
Zm00001d003464,51: rn/GLI2,csu334
Zm00001d003470,94: GLI/ExG/gn,gpm119
Zm00001d003472,44: IKAW,-
Zm00001d003473,44: IKAW,stp9
Zm00001d003533,101: CIVE/ExG/veg/GLI/gn/COM/RGBVI,ts1
Zm00001d003539,94: GLI/ExG/RGBVI/veg/gn,-
Zm00001d003544,15: rn/IKAW/GLI2,-
Zm00001d003546,15: ints; 37: GRVI/MGRVI/RGBVI/ExGR/GLI/GreenCoverage/veg/ExG/NDI/GLI2/ExR/gn; 80: GLI2/IKAW/ExR,-
Zm00001d003569,26: NDI/ExR/GRVI/MGRVI,mlo3
Zm00001d003572,73: IKAW,GRMZM2G147158
Zm00001d003578,65: RGB_R,-
Zm00001d003584,15: rn/IKAW/GLI2,opr5
Zm00001d003592,73: rn/GLI2; 88: GLI2; 94: rn/MGRVI/ExR/GLI2/GRVI/NDI,-
Zm00001d003602,10: RGBVI; 108: CIVE/gn/ExGR/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 115: CIVE/GreenCoverage/ExG/GLI/COM/RGBVI/gn/veg; 14: CIVE/RGBVI/GLI/ExG/ints/gn/COM,cl12292_1a
Zm00001d003613,108: ints,LOC100283576
Zm00001d003615,44: IKAW,-
Zm00001d003622,15: rn/IKAW,-
Zm00001d003632,14: GreenCoverage; 80: CIVE/GreenCoverage/COM,rcc2
Zm00001d003640,80: RGBVI,gst52
Zm00001d003643,101: CIVE/GreenCoverage/COM,apx10
Zm00001d003644,115: RGB_R,LOC103646439
Zm00001d003655,115: ExR/NDI/GLI2/GRVI/MGRVI/ExGR/rn; 14: ints/RGB_R; 44: CIVE/COM/GreenCoverage,si707050e05a
Zm00001d003656,14: ints/RGB_R,-
Zm00001d003736,80: ints,-
Zm00001d003785,17: MGRVI/ExR/NDI/GRVI/ExGR,-
Zm00001d003793,12: CIVE/COM; 26: GLI2,-
Zm00001d003800,73: CIVE/COM/GreenCoverage,IDP3774
Zm00001d003817,80: rn/IKAW,sbe4
Zm00001d003822,88: veg,s1fa1
Zm00001d003848,65: ints,pco129583a
Zm00001d003855,65: veg/ExR/MGRVI/RGBVI/NDI/ExG/ExGR/GLI/GRVI/gn; 88: RGBVI/veg; 94: CIVE/GLI/COM/ExG/RGBVI/veg/gn,cl9836_1a
Zm00001d003861,88: ExR/GRVI/ExGR/MGRVI/NDI,hak1
Zm00001d003866,65: RGBVI/ExG/GLI/gn; 94: GLI/ExG/RGBVI/veg/gn,conr1
Zm00001d003867,14: GreenCoverage,-
Zm00001d003872,15: CIVE/gn/GLI/COM/ExG; 73: CIVE/COM,-
Zm00001d003902,26: ints,-
Zm00001d003911,115: IKAW; 73: NDI/GRVI/MGRVI/ExGR/ExR; 88: ExR/GRVI/ExGR/GLI2/MGRVI/NDI,afb2
Zm00001d003920,37: IKAW,-
Zm00001d003941,88: CIVE/COM/veg,ysl6
Zm00001d003947,10: ints; 14: ExGR,ogdh1
Zm00001d003995,12: CIVE/gn/ExG/GLI/COM/RGBVI,-
Zm00001d004023,108: ExR/GLI2/GRVI/NDI; 73: IKAW; 80: IKAW; 94: IKAW,GRMZM2G082207
Zm00001d004027,24: rn/IKAW,-
Zm00001d004053,17: IKAW; 19: ints,-
Zm00001d004072,80: rn,IDP4901
Zm00001d004073,12: RGB_R; 14: RGBVI; 15: RGBVI,-
Zm00001d004091,37: IKAW; 51: IKAW; 73: ExG/GLI/gn/veg,qk1
Zm00001d004099,17: RGBVI; 80: COM,-
Zm00001d004118,101: GLI2/GRVI/ExGR/ExR/NDI/MGRVI/RGBVI; 26: IKAW; 65: rn; 73: GLI2; 88: rn/GLI2,umc1007
Zm00001d004123,101: rn/IKAW,Zm00001d004123
Zm00001d004126,17: IKAW/ExR/GLI2/NDI/rn/GRVI,myb193
Zm00001d004140,14: ExGR; 19: rn/IKAW,magi68140
Zm00001d004147,80: veg/RGBVI/ExG/GLI/gn,-
Zm00001d004154,17: RGB_R,-
Zm00001d004172,115: CIVE/COM; 44: RGBVI/ExG/veg/gn/GLI,pco101158b
Zm00001d004193,44: ints,pco108216
Zm00001d004225,24: CIVE/gn/COM/ExGR/RGBVI/veg/ExG/GLI; 94: GreenCoverage,-
Zm00001d004259,44: IKAW,cl17367_1(196)
Zm00001d004260,115: ExR/GLI2/rn,-
Zm00001d004270,17: IKAW/MGRVI/ExR/GLI2/NDI/rn/GRVI; 65: GreenCoverage,-
Zm00001d004277,12: CIVE/gn/ExG/GLI/COM,zim8
Zm00001d004288,80: RGB_R/IKAW/RGBVI/ints,-
Zm00001d004289,15: RGBVI; 24: rn/IKAW/GLI2; 26: CIVE/COM,-
Zm00001d004300,51: COM,pco073802a
Zm00001d004323,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2,-
Zm00001d004326,101: ints/RGB_R,cl4283_2a
Zm00001d004332,73: rn/GLI2; 88: RGB_R/rn/GLI2; 94: ints/RGB_R,-
Zm00001d004333,10: ints,-
Zm00001d004359,26: CIVE/veg/ExG/RGBVI/gn/COM/GLI,-
Zm00001d004387,108: rn; 80: IKAW,-
Zm00001d004392,12: GreenCoverage; 73: veg,-
Zm00001d004416,15: NDI/GRVI/ExR/GLI2/ExGR/MGRVI; 37: RGB_R/ints; 44: ints; 51: RGB_R/GLI/gn/ExG/RGBVI/GLI2; 88: rn,Zm00001e008723
Zm00001d004428,101: CIVE/ExG/GRVI/veg/ExGR/ExR/NDI/GLI/gn/GreenCoverage/COM/MGRVI/RGBVI; 108: CIVE/gn/ExGR/COM/ExR/MGRVI/GLI/veg/GreenCoverage/GRVI/ExG/RGBVI/NDI; 115: CIVE/GreenCoverage/ExG/GLI/NDI/COM/RGBVI/gn/GRVI/MGRVI/ExGR/RGB_R/veg; 12: CIVE/ints/COM; 14: CIVE/COM; 15: veg,-
Zm00001d004432,10: NDI/GRVI; 15: NDI/GRVI/rn/ExR/GLI2/MGRVI,-
Zm00001d004433,10: veg; 12: veg; 14: CIVE/MGRVI/ExGR/GRVI/veg/NDI/COM; 15: NDI/GRVI/ExGR/MGRVI; 19: GLI2/rn; 44: RGBVI/ExG/veg/gn/GLI; 80: CIVE/COM,-
Zm00001d004434,101: GLI2/rn,-
Zm00001d004438,101: CIVE/veg/COM; 65: veg/ExR/MGRVI/GLI2/NDI/ExGR/rn/GRVI; 88: ExR/GRVI/ExGR/MGRVI/NDI; 94: ExGR/MGRVI/ExR/GLI2/GRVI/NDI,zpu1
Zm00001d004463,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2; 65: veg/RGBVI/ExG/GLI/gn,IDP6740
Zm00001d004468,15: gn/GLI/ExG,-
Zm00001d004491,12: GreenCoverage; 14: GreenCoverage,GRMZM2G359974
Zm00001d004494,17: RGB_R/ints; 19: RGB_R,-
Zm00001d004502,44: NDI/rn/ExR/MGRVI/GLI2/GRVI/ExGR; 51: ExGR/NDI/MGRVI/ExR/GLI2/GRVI,-
Zm00001d004527,37: RGB_R/ints,-
Zm00001d004531,65: GreenCoverage; 73: IKAW; 80: rn/IKAW,chao3
Zm00001d004554,65: RGB_R/ints; 94: ints,-
Zm00001d004559,65: GLI2/ExGR/rn; 73: NDI/rn/GRVI/MGRVI/ExGR/ExR/GLI2; 88: ints,-
Zm00001d004561,10: NDI/ExGR/GRVI/MGRVI; 14: GLI2/ExR/rn; 19: IKAW,ucp2
Zm00001d004564,14: MGRVI/ExGR/GLI2/GRVI/ExR/NDI/rn; 19: IKAW; 24: IKAW/ints; 44: ints/RGB_R; 51: ints; 73: NDI/GRVI/MGRVI/ExGR/ExR,aco8
Zm00001d004591,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2; 94: ints,LOC103646909
Zm00001d004604,12: rn/GRVI/ExR/ExGR/MGRVI/NDI/GLI2,-
Zm00001d004605,101: IKAW; 44: NDI/ExR/MGRVI/GLI2/GRVI/ExGR; 51: GLI/gn/ExG/RGBVI,-
Zm00001d004624,101: ints/RGB_R,Zm00001d004624
Zm00001d004637,65: rn,-
Zm00001d004651,44: CIVE/NDI/rn/ExR/MGRVI/GLI2/GRVI/COM/GreenCoverage,c3h19
Zm00001d004658,65: IKAW,-
Zm00001d004667,108: CIVE/COM/GreenCoverage; 115: RGB_R,pco076624
Zm00001d004669,73: RGBVI; 88: gn/ExG/GLI,-
Zm00001d004670,73: ExG/GLI/gn/RGBVI; 88: gn/RGBVI/ExG/veg/GLI,-
Zm00001d004679,65: veg/ExR/MGRVI/RGBVI/GreenCoverage/NDI/ExG/ExGR/GLI/GRVI/gn; 73: ExG/GLI/gn/RGBVI; 80: veg/RGBVI/ExG/GLI/gn; 88: ExR/gn/RGBVI/GRVI/ExG/veg/ints/ExGR/GLI/MGRVI/NDI,-
Zm00001d004680,65: veg/RGBVI/RGB_R/ints/ExG/ExGR/GLI/gn; 73: ExG/GLI/gn/RGBVI; 88: gn/RGBVI/ExG/veg/ints/RGB_R/GLI; 94: ints,-
Zm00001d004702,37: IKAW,-
Zm00001d004706,108: CIVE/gn/GLI/veg/ExG/RGBVI,-
Zm00001d004707,101: IKAW; 19: GreenCoverage; 37: GRVI/MGRVI/RGBVI/ExGR/rn/GLI/GreenCoverage/veg/ExG/NDI/GLI2/ExR/gn; 44: RGBVI/ExG/NDI/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI,Zm00001d004707
Zm00001d004709,37: GreenCoverage; 44: RGBVI/ExG/NDI/rn/ExR/veg/MGRVI/GLI2/GRVI/ExGR/gn/GLI; 51: ExGR,-
Zm00001d004747,15: GreenCoverage; 26: NDI/ints/ExR/GRVI/rn/MGRVI/ExGR/GLI2,-
Zm00001d004775,65: CIVE/COM; 88: CIVE/COM/GreenCoverage,-
Zm00001d004787,12: gn/ExG/GLI,-
Zm00001d004819,115: GLI2; 65: IKAW,-
Zm00001d004824,10: COM/gn/ExG/GLI,-
Zm00001d004861,65: RGB_R/ints,-
Zm00001d004864,10: RGBVI; 26: IKAW,-
Zm00001d004872,101: ints/RGB_R; 108: RGB_R/ints,-
Zm00001d004877,17: RGB_R/ints; 80: veg,-
Zm00001d004882,14: GreenCoverage,ofp11
Zm00001d004885,17: RGB_R/ints; 19: ints; 65: CIVE/COM/GreenCoverage; 80: CIVE/GreenCoverage/COM; 88: CIVE/COM/GreenCoverage; 94: GLI/ExG/veg/gn,-
Zm00001d004891,88: CIVE/COM/GreenCoverage; 94: IKAW,-
Zm00001d004897,14: GreenCoverage,-
Zm00001d004907,10: ExGR; 14: GreenCoverage; 17: GreenCoverage; 19: GreenCoverage,-
Zm00001d004912,115: RGB_R; 12: RGB_R; 17: IKAW/GLI2/rn; 24: IKAW; 37: ints; 44: ints/RGB_R; 51: ints/RGB_R; 80: RGB_R/ints,-
Zm00001d004936,24: rn/IKAW; 80: IKAW,-
Zm00001d004943,14: RGB_R,-
Zm00001d004979,15: ExGR,AY111877
Zm00001d004982,12: IKAW/RGBVI; 44: GreenCoverage,-
Zm00001d004998,14: GreenCoverage,cdpk2
Zm00001d005011,10: NDI/ExGR/GRVI; 115: IKAW; 12: ints/rn/IKAW/RGBVI/GLI2; 14: CIVE/RGBVI/GLI/ExG/gn/COM; 15: rn/ExR/IKAW/GLI2; 51: CIVE/COM/GreenCoverage; 65: veg; 80: GLI2/RGB_R/rn/IKAW; 94: ints/RGB_R,IDP8402
Zm00001d005019,10: IKAW; 14: IKAW,lacs8
Zm00001d005061,101: ints/RGB_R,-
Zm00001d005063,17: MGRVI/ExR/NDI/GRVI/ExGR; 65: MGRVI/GLI2/rn/GRVI/IKAW; 73: ints; 80: rn; 88: ints; 94: GLI2,IDP4963
Zm00001d005064,101: ExGR; 19: IKAW; 26: ints; 44: ints/RGB_R; 73: ExR,-
Zm00001d005076,88: CIVE/COM/GreenCoverage; 94: CIVE/COM/GreenCoverage,cl15997_2a
Zm00001d005104,88: ExR,-
Zm00001d005118,10: GreenCoverage,-
Zm00001d005125,12: veg,-
Zm00001d005126,51: RGB_R,-
Zm00001d005127,15: GreenCoverage; 26: IKAW,upl9
Zm00001d005136,12: RGBVI,-
Zm00001d005137,101: IKAW; 94: rn/GLI2,phd52
Zm00001d005149,26: IKAW,ppr116
Zm00001d005157,14: GreenCoverage; 15: GreenCoverage; 19: GreenCoverage,-
Zm00001d005159,88: gn/ExG/GLI; 94: veg,spds1
Zm00001d005168,10: RGBVI; 12: RGBVI,parp2
Zm00001d005173,44: NDI/rn/ExR/MGRVI/GLI2/GRVI,IDP8613
Zm00001d005188,73: rn/GLI2/IKAW,pco119600
Zm00001d005215,12: GreenCoverage,-
Zm00001d005219,115: ints/RGB_R,-
Zm00001d005223,44: RGB_R,-
Zm00001d005244,14: GreenCoverage,bzip86
Zm00001d005247,17: RGB_R,-
Zm00001d005257,10: veg; 14: GreenCoverage; 15: NDI/GRVI/ExR/ExGR/MGRVI,-
Zm00001d005264,10: COM/CIVE/gn/veg/ExG/GLI; 101: IKAW; 14: CIVE/veg/GLI/ExG/gn/COM; 15: veg; 88: GLI2,cl52258_1
Zm00001d005283,73: RGBVI,-
Zm00001d005284,73: RGBVI,-
Zm00001d005287,12: CIVE/gn/ExG/GLI/COM,-
Zm00001d005292,24: IKAW; 51: CIVE/COM/GreenCoverage,-
Zm00001d005295,80: RGB_R/ints,IDP825
Zm00001d005328,73: RGBVI; 80: veg/RGBVI/ExG/GLI/gn,GRMZM2G085939
Zm00001d005338,44: RGBVI/ExG/veg/gn/GLI; 51: rn/IKAW; 73: GreenCoverage,-
Zm00001d005348,19: IKAW,ctr3
Zm00001d005351,51: rn/NDI/MGRVI/GLI2/GRVI,adt7
Zm00001d005361,10: ints; 101: ExG/veg/GLI/gn/GreenCoverage/RGBVI,-
Zm00001d005363,12: rn/GRVI/ExR/ExGR/IKAW/MGRVI/NDI/GLI2,-
Zm00001d005364,51: rn/GLI2,-
Zm00001d005376,65: RGB_R/ints,-
Zm00001d005387,26: NDI/ExR/GRVI/MGRVI/ExGR/GLI2,-
Zm00001d005424,115: IKAW; 65: ExR/MGRVI/GLI2/NDI/ExGR/GRVI; 73: NDI/GRVI/MGRVI/ExGR/ExR/GLI2/veg,cl803_1
Zm00001d005429,108: RGB_R,-
Zm00001d005431,44: NDI/rn/ExR/MGRVI/GLI2/GRVI; 51: MGRVI/GLI2,-
Zm00001d005432,108: ExR/GLI2/rn; 88: ExR/GRVI/MGRVI/IKAW/NDI; 94: IKAW,-
Zm00001d005441,14: GLI2/IKAW/ExR/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/ExGR/MGRVI; 19: GLI2/rn/IKAW,-
Zm00001d005449,73: rn,-
Zm00001d005538,14: RGB_R; 26: NDI/ExR/GRVI/MGRVI/ExGR/GLI2; 73: RGB_R/ints,-
Zm00001d005539,19: RGB_R,pco095974
Zm00001d005540,88: GreenCoverage,-
Zm00001d005579,26: CIVE/COM; 80: ExGR/NDI/GRVI/MGRVI,IDP7426
Zm00001d005583,12: rn/ExR/IKAW/MGRVI/RGBVI/GLI2,IDP6796
Zm00001d005614,73: ExG/GLI/gn/RGBVI/veg,fold1
Zm00001d005628,73: ExG/GLI/gn/RGBVI/veg,-
Zm00001d005650,26: CIVE/COM,sdg119
Zm00001d005662,115: ints/RGB_R; 94: RGB_R,LOC100282683
Zm00001d005676,24: ints,-
Zm00001d005688,10: GLI2/NDI/ExR/ExGR/GRVI/MGRVI; 26: IKAW; 51: ExGR/veg,LOC103647391
Zm00001d005696,14: GreenCoverage,mkkk16
Zm00001d005726,17: GreenCoverage,zim15
Zm00001d005735,14: veg; 17: MGRVI/ExR/NDI/GRVI/ExGR,-
Zm00001d005736,14: veg; 17: MGRVI/ExR/NDI/GRVI/ExGR,-
Zm00001d005741,24: GreenCoverage,ndhl2
Zm00001d005751,101: CIVE/ExG/veg/ExGR/GLI/gn; 94: veg,Zm00001d005751
Zm00001d005754,14: ints/RGB_R,-
Zm00001d005758,108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 115: CIVE/ExR/ExG/GLI/GLI2/COM/RGBVI/gn/rn/veg; 15: NDI/GRVI/ExR/ExGR/MGRVI; 17: CIVE/veg/GLI/gn/COM/RGBVI/ExG; 19: CIVE/GLI2/GRVI/MGRVI/NDI/ExG/GLI/gn/rn/veg/IKAW/ExGR/COM/ExR; 24: CIVE/gn/COM/RGBVI/veg/ExG/GLI; 80: ints,Zm00001d005758
Zm00001d005759,17: CIVE/veg/GLI/gn/COM/RGBVI/ExG; 19: CIVE/GLI2/GRVI/MGRVI/NDI/ExG/GLI/gn/rn/veg/ExGR/COM/ExR; 24: CIVE/gn/COM/RGBVI/veg/ExG/GLI; 80: ints,-
Zm00001d005785,115: ExR/NDI/GLI2/GRVI/MGRVI/ExGR/rn,-
Zm00001d005795,19: GreenCoverage; 24: GreenCoverage,Zm00001d005795
Zm00001d005805,44: ints; 80: GreenCoverage; 94: CIVE/COM/GreenCoverage,-
Zm00001d005808,24: rn/IKAW/GLI2/ExR,LOC100280298
Zm00001d005812,65: CIVE/COM/GreenCoverage; 94: CIVE/COM/GreenCoverage,cl21464_1/si618043g03
Zm00001d005815,108: IKAW; 115: RGB_R; 94: IKAW,-
Zm00001d005821,19: ints,LOC100273153
Zm00001d005830,65: CIVE/COM; 94: COM,umc2402
Zm00001d005840,88: ExR/GRVI/GLI2/MGRVI/NDI,-
Zm00001d005847,115: RGBVI,si606037c06b
Zm00001d005873,65: veg/ExGR; 73: ExG/GLI/gn/RGBVI,-
Zm00001d005881,14: GreenCoverage,-
Zm00001d005902,44: ints/RGB_R; 51: ints/RGB_R,pco137522
Zm00001d005926,65: CIVE/COM; 88: CIVE/COM/veg,-
Zm00001d005928,14: GreenCoverage,cyc21
Zm00001d005948,65: GreenCoverage; 94: CIVE/COM,isol1
Zm00001d005952,12: ints,-
Zm00001d005964,88: CIVE/gn/ExG/veg/ExGR/GLI; 94: veg,bhlh151
Zm00001d005971,19: ints,-
Zm00001d005972,108: CIVE/gn/COM/GLI/veg/ExG/RGBVI,-
Zm00001d005991,51: ints; 73: NDI/GRVI/MGRVI/ExGR/ExR/GLI2,-
Zm00001d005995,15: ints,IDP504
Zm00001d006001,17: ints,wrky71
Zm00001d006046,101: ints; 37: RGB_R/ints; 44: RGB_R; 51: ints/RGB_R; 80: RGB_R/ints,mbd111
Zm00001d006067,101: CIVE/COM,-
Zm00001d006080,101: CIVE/ExG/GRVI/veg/ExGR/ExR/NDI/GLI/gn/COM/MGRVI,IDP2589
Zm00001d006081,80: ExGR/NDI/GRVI/MGRVI,-
Zm00001d006082,101: CIVE/ExG/GLI/gn/COM,pin11
Zm00001d006084,12: RGBVI,-
Zm00001d006090,10: RGB_R,-
Zm00001d006091,115: RGB_R; 12: GRVI/ExR/ExGR/MGRVI/NDI,sbp5
Zm00001d006102,101: CIVE/COM; 80: ExGR/GreenCoverage/NDI/ExR/GRVI/MGRVI; 88: ExR/GRVI/ExGR/MGRVI/NDI; 94: GLI/ExG/ExGR/RGBVI/veg/gn,pat10
Zm00001d006113,115: ExGR,cl47231_1a
Zm00001d006130,65: CIVE/COM/GreenCoverage; 80: CIVE/GreenCoverage/COM; 88: CIVE/COM,-
Zm00001d006131,101: GLI; 108: GLI/RGBVI; 115: RGBVI,-
Zm00001d006133,108: veg,AY110410/mybr116
Zm00001d006182,108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 115: CIVE/GreenCoverage/COM; 88: ints,-
Zm00001d006211,108: GLI/GreenCoverage/RGBVI; 88: ints/RGB_R,nye2
Zm00001d006212,108: RGBVI,prrh1
Zm00001d006214,101: CIVE/ExG/veg/ExGR/GLI/gn/GreenCoverage/COM/RGBVI; 108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 115: CIVE/GreenCoverage/ExG/GLI/COM/RGBVI/gn/veg; 17: ints,cl1713_1a
Zm00001d006223,12: GreenCoverage,bzip139
Zm00001d006251,88: rn,Zm00001eb103900
Zm00001d006257,101: ExG/veg/GLI/gn/RGBVI,pld10
Zm00001d006268,101: ExG/GRVI/veg/ExGR/NDI/GLI/gn/MGRVI/RGBVI; 108: gn/GLI/veg/ExG/RGBVI,-
Zm00001d006271,37: CIVE/COM; 44: NDI/rn/ExR/MGRVI/GLI2/GRVI/GreenCoverage,-
Zm00001d006274,65: GLI2/rn,saur25
Zm00001d006296,101: CIVE/COM,TIDP3513
Zm00001d006309,108: GreenCoverage/RGBVI,ugp1
Zm00001d006310,108: gn/GLI/veg/ExG/RGBVI,-
Zm00001d006311,108: CIVE/gn/ExGR/COM/GLI/veg/GreenCoverage/ExG/RGBVI; 115: CIVE/ExG/GLI/COM/RGBVI/gn/veg,qpt1
Zm00001d006319,15: CIVE/gn/GLI/RGBVI/COM/ExG; 26: CIVE/GreenCoverage/COM; 37: CIVE/COM; 44: CIVE/rn/MGRVI/GLI2/COM/GreenCoverage,idd21
Zm00001d006328,37: CIVE/COM/GreenCoverage,si605057h03a
Zm00001d006330,108: RGBVI,-
Zm00001d006331,108: CIVE/gn/COM/GLI/veg/ExG/RGBVI; 115: CIVE/COM/veg,thx46
Zm00001d006332,115: GreenCoverage,IMR62
Zm00001d006336,19: IKAW; 26: IKAW,-
Zm00001d006342,108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI,mocos2
Zm00001d006343,108: RGBVI,pdcb13
Zm00001d006344,10: RGBVI; 15: CIVE/gn/GLI/RGBVI/COM/ExG; 37: rn/IKAW,AY109722
Zm00001d006355,101: ExG/veg/GLI/gn; 108: CIVE/gn/COM/GLI/veg/GreenCoverage/ExG/RGBVI,-
Zm00001d006357,101: CIVE/ExG/veg/GLI/gn/COM; 17: RGBVI,IDP6905
Zm00001d006369,108: RGBVI,sdg116
Zm00001d006370,108: gn/GLI/veg/ExG/RGBVI,si707078b09a
Zm00001d006371,108: RGBVI,mctp4
Zm00001d006383,65: ints; 88: ints/RGB_R; 94: IKAW,-
Zm00001d006387,44: rn/GLI2; 51: NDI/MGRVI/ExR/GLI2/GRVI; 80: ExGR/NDI/GRVI/MGRVI,hggt2
Zm00001d006389,10: GreenCoverage,-
Zm00001d006402,108: IKAW,LOC100382858
Zm00001d006408,15: ints; 19: CIVE/ExG/GLI/gn/veg/ExGR/COM; 88: COM/GreenCoverage; 94: GreenCoverage,nbcs6
Zm00001d006409,10: ints; 14: ints/RGB_R,cl40800_1a
Zm00001d006422,12: RGB_R,pco129049
Zm00001d006428,10: RGBVI; 17: RGBVI; 19: CIVE/RGBVI/ExG/GLI/gn/veg/COM; 26: ints/RGB_R; 65: rn; 94: GreenCoverage,chr119
Zm00001d006433,108: RGB_R/ints,-
Zm00001d006434,108: RGB_R/ints,-
Zm00001d006438,88: rn/GLI2,pco090939
Zm00001d006443,10: gn/ExG/GLI; 12: GreenCoverage; 14: ints; 17: GLI/gn/RGBVI/ExG; 19: ExG/GLI/gn/veg,-
Zm00001d006449,24: ints,si486092d04c
Zm00001d006475,94: rn/ExR/GLI2,LOC103649250
Zm00001d006481,115: ExR/GLI2/IKAW/rn; 65: RGBVI/ExG/GLI/gn,-
Zm00001d006490,19: MGRVI/ExGR; 24: CIVE/rn/MGRVI/gn/NDI/COM/RGB_R/GRVI/ExGR/GLI2/RGBVI/veg/ExR/ExG/GLI,-
Zm00001d006499,26: IKAW,IDP4268
Zm00001d006502,108: CIVE/COM/GLI/RGBVI,-
Zm00001d006503,10: IKAW/rn; 14: GLI2/IKAW/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/ExGR/MGRVI,Zm00001eb106090
Zm00001d006504,10: IKAW/rn; 14: GLI2/IKAW/rn; 15: NDI/GRVI/rn/ExR/IKAW/GLI2/ExGR/MGRVI,-
Zm00001d006514,14: veg; 15: NDI/GRVI/ExGR/MGRVI/veg; 26: ints/RGB_R; 94: IKAW,-
Zm00001d006521,10: COM/CIVE/gn/veg/ExG/GLI; 115: CIVE/GLI/COM/veg,-
Zm00001d006533,94: IKAW,-
Zm00001d006549,10: COM/CIVE,LOC103647736
Zm00001d006554,80: ExGR/NDI/ExR/GRVI/MGRVI,-
Zm00001d006561,108: gn/GLI/veg/ExG/RGBVI,umc1049
Zm00001d006564,101: ExG/veg/GLI/gn/RGBVI; 108: RGBVI,ms32
Zm00001d006565,101: ExG/veg/GLI/gn/RGBVI; 108: gn/GLI/veg/ExG/RGBVI,ms32/vpp10
Zm00001d006566,108: RGBVI,mmp116
Zm00001d006570,65: IKAW; 73: IKAW; 80: IKAW; 88: rn; 94: IKAW,pco092737
Zm00001d006571,101: CIVE/ExG/GLI/gn/COM/RGBVI,-
Zm00001d006575,101: GRVI/ExGR/ExR/NDI/MGRVI,-
Zm00001d006580,26: NDI/ExR/GRVI/MGRVI/GLI2,mmp223
Zm00001d006621,24: GreenCoverage,cdpk32
Zm00001d006625,115: GreenCoverage,-
Zm00001d006657,65: IKAW,w3
Zm00001d006663,37: IKAW,lhca1
Zm00001d006673,108: IKAW,mmp84
Zm00001d006681,10: RGB_R,-
Zm00001d006684,115: GreenCoverage; 26: IKAW,LOC100284228
Zm00001d006687,14: GreenCoverage,hb107
Zm00001d006690,51: veg; 80: ExGR/NDI,-
Zm00001d006695,44: IKAW,-
Zm00001d006702,19: GLI2/rn/IKAW,wrky116
Zm00001d006707,115: ints,-
Zm00001d006710,80: veg/ExG/GLI/gn,-
Zm00001d006723,73: CIVE/COM,-
Zm00001d006731,94: MGRVI/ExR/GLI2/GRVI/NDI,cl51637_1
Zm00001d006733,65: IKAW; 88: IKAW,bhlh147
Zm00001d006736,94: GLI/RGBVI,-
Zm00001d006751,115: rn,-
Zm00001d006755,88: IKAW,GRMZM2G079082
Zm00001d006757,88: rn/GLI2,pat12
Zm00001d006758,101: GRVI/ExGR/ExR/NDI/MGRVI; 73: RGBVI; 80: RGBVI; 88: IKAW,GRMZM2G414002
Zm00001d006762,44: rn/GLI2/GreenCoverage,pco061809
Zm00001d006789,94: GreenCoverage,AI668346
Zm00001d006793,44: IKAW,-
Zm00001d006797,44: RGBVI,IDP363
Zm00001d006798,12: ExGR/veg; 65: CIVE/COM/GreenCoverage/IKAW; 80: ExGR; 88: CIVE/gn/RGBVI/COM/ExG/veg/ExGR/GLI,chr12
Zm00001d006826,10: GreenCoverage,-
Zm00001d006835,17: RGB_R; 73: NDI/GRVI/MGRVI/ExGR/ExR,ca2p4
Zm00001d006836,44: IKAW; 73: RGB_R/ints,umc2784
Zm00001d006837,10: RGBVI; 12: ints/RGB_R; 14: GLI2/rn,-
Zm00001d006844,101: GLI2/GRVI/ExR/NDI/rn/MGRVI; 115: RGBVI,acr9
